"63","44","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"64","44","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"65","45","7","COBERTOR CHIPORRO KING",,"0.00","7563.03","1436.98","19.00","1","1.00","0","7563.03",NULL,"Sales"
"66","45","6","COBERTOR KING DE PLUMA",,"0.00","8403.36","1596.64","19.00","1","1.00","0","8403.36",NULL,"Sales"
"67","45","40","DESMANCHE",,"0.00","840.30","159.66","19.00","1","1.00","0","840.30",NULL,"Sales"
"68","45","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"69","46","17","PARKAS LARGAS DE PLUMA",,"0.00","8403.36","1596.64","19.00","1","1.00","0","8403.36",NULL,"Sales"
"70","47","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"71","48","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1085.63","19.00","1","4.53","0","5713.85",NULL,"Sales"
"72","49","20","CAMISAS DE VESTIR",,"0.00","1680.67","957.98","19.00","1","3.00","0","5042.01",NULL,"Sales"
"73","49","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"74","49","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"75","50","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"78","52","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","1117.65","19.00","1","1.00","0","5882.35",NULL,"Sales"
"79","53","20","CAMISAS DE VESTIR",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"80","53","40","DESMANCHE",,"0.00","840.30","319.31","19.00","1","2.00","0","1680.60",NULL,"Sales"
"81","53","21","PANTALONES DE VESTIR",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"82","54","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","910.08","19.00","1","3.80","0","4789.90",NULL,"Sales"
"83","54","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"85","56","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"86","57","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"89","59","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"90","59","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","2235.29","19.00","1","2.00","0","11764.70",NULL,"Sales"
"91","60","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"94","63","42","ROPA GRANEL (TOALLAS, ROPA INTERIOR, DE CASA)",,"0.00","840.34","983.53","19.00","1","6.16","0","5176.49",NULL,"Sales"
"95","64","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"96","65","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","2873.95","19.00","1","3.00","0","15126.03",NULL,"Sales"
"97","66","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"98","67","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"99","67","40","DESMANCHE",,"0.00","840.30","159.66","19.00","1","1.00","0","840.30",NULL,"Sales"
"100","68","3","cobertor de pluma",,"3350.00","6722.68","2554.62","19.00","1","2.00","0","13445.36",NULL,"Sales"
"101","69","22","JEANS PANTALONES",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"102","69","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","584.37","19.00","1","2.44","0","3075.62",NULL,"Sales"
"105","71","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"106","71","29","SABANAS EL JUEGO",,"0.00","1680.67","957.98","19.00","1","3.00","0","5042.01",NULL,"Sales"
"107","71","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","2394.96","19.00","1","3.00","0","12605.04",NULL,"Sales"
"108","72","20","CAMISAS DE VESTIR",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"109","72","22","JEANS PANTALONES",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"110","72","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"111","72","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","153.28","19.00","1","0.64","0","806.72",NULL,"Sales"
"112","73","3","cobertor de pluma",,"3350.00","6722.68","2554.62","19.00","1","2.00","0","13445.36",NULL,"Sales"
"113","73","40","DESMANCHE",,"0.00","840.30","319.31","19.00","1","2.00","0","1680.60",NULL,"Sales"
"114","74","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","1317.23","19.00","1","8.25","0","6932.81",NULL,"Sales"
"116","76","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1001.09","19.00","1","4.18","0","5268.89",NULL,"Sales"
"117","76","22","JEANS PANTALONES",,"0.00","840.34","638.66","19.00","1","4.00","0","3361.36",NULL,"Sales"
"118","77","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","1596.64","19.00","1","2.00","0","8403.36",NULL,"Sales"
"119","78","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"120","79","20","CAMISAS DE VESTIR",,"0.00","1680.67","957.98","19.00","1","3.00","0","5042.01",NULL,"Sales"
"121","79","21","PANTALONES DE VESTIR",,"0.00","1680.67","638.65","19.00","1","2.00","0","3361.34",NULL,"Sales"
"122","80","20","CAMISAS DE VESTIR",,"0.00","1680.67","957.98","19.00","1","3.00","0","5042.01",NULL,"Sales"
"123","80","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"124","80","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"125","80","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","119.75","19.00","1","0.50","0","630.25",NULL,"Sales"
"126","81","43","MANTELES CHICO",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"127","81","40","DESMANCHE",,"0.00","840.30","159.66","19.00","1","1.00","0","840.30",NULL,"Sales"
"128","81","44","MANTELES GRANDES",,"0.00","1681.00","319.39","19.00","1","1.00","0","1681.00",NULL,"Sales"
"129","82","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","2873.95","19.00","1","3.00","0","15126.03",NULL,"Sales"
"130","82","40","DESMANCHE",,"0.00","840.30","319.31","19.00","1","2.00","0","1680.60",NULL,"Sales"
"131","83","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"132","84","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"134","86","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"135","86","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"142","88","17","PARKAS LARGAS DE PLUMA",,"0.00","8403.36","1596.64","19.00","1","1.00","0","8403.36",NULL,"Sales"
"143","88","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1765.08","19.00","1","7.37","0","9289.89",NULL,"Sales"
"144","88","29","SABANAS EL JUEGO",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"145","88","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","638.65","19.00","1","2.00","0","3361.34",NULL,"Sales"
"146","88","22","JEANS PANTALONES",,"0.00","840.34","478.99","19.00","1","3.00","0","2521.02",NULL,"Sales"
"147","88","20","CAMISAS DE VESTIR",,"0.00","1680.67","638.65","19.00","1","2.00","0","3361.34",NULL,"Sales"
"148","89","3","cobertor de pluma",,"3350.00","6722.68","2554.62","19.00","1","2.00","0","13445.36",NULL,"Sales"
"149","90","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","638.65","19.00","1","2.00","0","3361.34",NULL,"Sales"
"150","90","22","JEANS PANTALONES",,"0.00","840.34","478.99","19.00","1","3.00","0","2521.02",NULL,"Sales"
"151","90","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","895.71","19.00","1","3.74","0","4714.27",NULL,"Sales"
"156","92","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"157","92","12","POLERONES GRUESOS",,"0.00","2521.01","478.99","19.00","1","1.00","0","2521.01",NULL,"Sales"
"158","92","22","JEANS PANTALONES",,"0.00","840.34","798.32","19.00","1","5.00","0","4201.70",NULL,"Sales"
"159","92","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1187.90","19.00","1","4.96","0","6252.08",NULL,"Sales"
"160","93","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","1117.65","19.00","1","1.00","0","5882.35",NULL,"Sales"
"161","93","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"162","94","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1117.72","19.00","1","4.67","0","5882.75",NULL,"Sales"
"163","94","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"164","0","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1117.72","19.00","1","4.67","0","5882.75",NULL,"Sales"
"165","0","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"166","95","22","JEANS PANTALONES",,"0.00","840.34","638.66","19.00","1","4.00","0","3361.36",NULL,"Sales"
"167","95","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","495.75","19.00","1","2.07","0","2609.24",NULL,"Sales"
"168","96","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","768.78","19.00","1","3.21","0","4046.21",NULL,"Sales"
"169","97","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"170","98","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1213.28","19.00","1","5.07","0","6385.69",NULL,"Sales"
"171","99","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","318.53","19.00","1","1.33","0","1676.47",NULL,"Sales"
"173","101","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","2406.92","19.00","1","10.05","0","12668.03",NULL,"Sales"
"174","102","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","5588.23","19.00","1","7.00","0","29411.76",NULL,"Sales"
"175","102","29","SABANAS EL JUEGO",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"176","103","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"177","103","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"178","104","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","754.41","19.00","1","3.15","0","3970.58",NULL,"Sales"
"179","104","22","JEANS PANTALONES",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"180","105","22","JEANS PANTALONES",,"0.00","840.34","319.33","19.00","1","2.00","0","1680.68",NULL,"Sales"
"181","105","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","610.71","19.00","1","2.55","0","3214.28",NULL,"Sales"
"182","106","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","638.49","19.00","1","2.67","0","3360.49",NULL,"Sales"
"183","107","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1708.32","19.00","1","7.13","0","8991.15",NULL,"Sales"
"184","108","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"185","108","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"186","109","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"187","109","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","562.81","19.00","1","2.35","0","2962.18",NULL,"Sales"
"188","110","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","1010.67","19.00","1","4.22","0","5319.31",NULL,"Sales"
"189","110","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","319.33","19.00","1","1.00","0","1680.67",NULL,"Sales"
"190","111","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","2310.35","19.00","1","14.47","0","12159.72",NULL,"Sales"
"191","112","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"192","113","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","397.56","19.00","1","1.66","0","2092.43",NULL,"Sales"
"193","114","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"194","114","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"195","115","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"196","116","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","554.04","19.00","1","3.47","0","2915.98",NULL,"Sales"
"197","117","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"198","118","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","957.98","19.00","1","3.00","0","5042.01",NULL,"Sales"
"199","119","3","cobertor de pluma",,"3350.00","6722.68","2554.62","19.00","1","2.00","0","13445.36",NULL,"Sales"
"200","120","45","ROPA KILO EXPRESS",,"0.00","1681.00","1456.42","19.00","1","4.56","0","7665.36",NULL,"Sales"
"201","120","22","JEANS PANTALONES",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"203","122","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","970.76","19.00","1","6.08","0","5109.27",NULL,"Sales"
"204","123","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","1117.65","19.00","1","1.00","0","5882.35",NULL,"Sales"
"205","124","45","ROPA KILO EXPRESS",,"0.00","1681.00","1916.34","19.00","1","6.00","0","10086.00",NULL,"Sales"
"206","125","45","ROPA KILO EXPRESS",,"0.00","1681.00","756.95","19.00","1","2.37","0","3983.97",NULL,"Sales"
"207","126","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"208","127","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"209","128","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","459.83","19.00","1","1.92","0","2420.16",NULL,"Sales"
"210","129","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","531.68","19.00","1","2.22","0","2798.31",NULL,"Sales"
"211","130","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","2235.29","19.00","1","2.00","0","11764.70",NULL,"Sales"
"213","132","45","ROPA KILO EXPRESS",,"0.00","1681.00","2184.63","19.00","1","6.84","0","11498.04",NULL,"Sales"
"214","133","3","cobertor de pluma",,"3350.00","6722.68","3831.93","19.00","1","3.00","0","20168.04",NULL,"Sales"
"215","133","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","1915.96","19.00","1","2.00","0","10084.02",NULL,"Sales"
"216","133","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"217","134","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","539.67","19.00","1","3.38","0","2840.35",NULL,"Sales"
"218","135","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","579.58","19.00","1","2.42","0","3050.41",NULL,"Sales"
"219","136","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","574.79","19.00","1","2.40","0","3025.20",NULL,"Sales"
"220","137","8","FRAZADAS NORMALES HASTA 2 PLAZAS",,"0.00","4201.68","798.32","19.00","1","1.00","0","4201.68",NULL,"Sales"
"221","137","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"222","138","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"223","139","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","981.93","19.00","1","4.10","0","5168.05",NULL,"Sales"
"224","140","45","ROPA KILO EXPRESS",,"0.00","1681.00","504.64","19.00","1","1.58","0","2655.98",NULL,"Sales"
"225","141","4","cobertor chiporro 2 plazas",,"2900.00","5882.35","1117.65","19.00","1","1.00","0","5882.35",NULL,"Sales"
"226","142","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","493.36","19.00","1","2.06","0","2596.63",NULL,"Sales"
"227","143","3","cobertor de pluma",,"3350.00","6722.68","1277.31","19.00","1","1.00","0","6722.68",NULL,"Sales"
"228","143","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"229","143","40","DESMANCHE",,"0.00","840.30","957.94","19.00","1","6.00","0","5041.80",NULL,"Sales"
"230","144","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","478.99","19.00","1","2.00","0","2521.00",NULL,"Sales"
"231","145","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","2713.48","19.00","1","11.33","0","14281.47",NULL,"Sales"
"232","145","12","POLERONES GRUESOS",,"0.00","2521.01","478.99","19.00","1","1.00","0","2521.01",NULL,"Sales"
"233","146","45","ROPA KILO EXPRESS",,"0.00","1681.00","629.20","19.00","1","1.97","0","3311.57",NULL,"Sales"
"234","147","2","cobertor sintetico hasta 2 plazas",,"3000.00","5042.01","957.98","19.00","1","1.00","0","5042.01",NULL,"Sales"
"235","148","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","752.01","19.00","1","3.14","0","3957.97",NULL,"Sales"
"236","149","45","ROPA KILO EXPRESS",,"0.00","1681.00","523.80","19.00","1","1.64","0","2756.84",NULL,"Sales"
"237","150","33","MANTA HUASO CHICA",,"0.00","4202.00","1596.76","19.00","1","2.00","0","8404.00",NULL,"Sales"
"238","150","34","BLAZER",,"0.00","4202.00","798.38","19.00","1","1.00","0","4202.00",NULL,"Sales"
"239","151","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )","toallas interiores","0.00","1260.50","239.50","19.00","1","1.00","0","1260.50",NULL,"Sales"
"240","151","20","CAMISAS DE VESTIR",,"0.00","1680.67","1277.31","19.00","1","4.00","0","6722.68",NULL,"Sales"
"241","152","42","ROPA GRANEL (TOALLAS, INTERIORES, SHORT, POLERAS)",,"0.00","840.34","1037.82","19.00","1","6.50","0","5462.21",NULL,"Sales"
"242","153","22","JEANS PANTALONES",,"0.00","840.34","159.66","19.00","1","1.00","0","840.34",NULL,"Sales"
"243","153","11","POLERONES DELGADOS O FINOS",,"0.00","1680.67","638.65","19.00","1","2.00","0","3361.34",NULL,"Sales"
"244","153","45","ROPA KILO EXPRESS",,"0.00","1681.00","319.39","19.00","1","1.00","0","1681.00",NULL,"Sales"
"245","154","10","VALOR KILO ROPA NORMAL ( TOALLAS, POLERAS, SHORT , INTERIORES SIN MANCHAS O FLUIDOS )",,"0.00","1260.50","270.63","19.00","1","1.13","0","1424.37",NULL,"Sales"
